iter	RMSE
164	6.455673637
165	6.42577566
166	6.382771534
167	6.361547197
168	6.330577368
169	6.284696775
170	6.259385527
171	6.227849909
172	6.20589837
173	6.179878118
174	6.154586187
175	6.113644553
176	6.083376289
177	6.055317568
178	6.028177202
179	6.010367846
180	5.975203514
181	5.950069415
182	5.934971082
183	5.909566354
184	5.873196713
185	5.844133655
186	5.819007472
187	5.787797795
188	5.758425668
189	5.744574197
190	5.714665999
191	5.696222683
192	5.680016767
193	5.65763199
194	5.623074811
195	5.601418869
196	5.577003289
197	5.555887311
198	5.535682976
199	5.507776376
200	5.477392901
201	5.465451562
202	5.437380473
203	5.416810963
204	5.394377361
205	5.363324599
206	5.341349422
207	5.306055007
208	5.280118522
209	5.252095435
210	5.229475939
211	5.199018131
212	5.1781968
213	5.142624843
214	5.113602677
215	5.086053765
216	5.06778144
217	5.039421271
218	5.014704897
219	4.99562347
220	4.978519497
221	4.951816332
222	4.937100846
223	4.917505538
224	4.900936947
225	4.886457916
226	4.868684663
227	4.848117246
228	4.833504648
229	4.806582846
230	4.794776803
231	4.780236795
232	4.756446643
233	4.731476998
234	4.709489892
235	4.691458808
236	4.672617935
237	4.650256254
238	4.623535012
239	4.605031769
240	4.57586002
241	4.550796364
242	4.530202983
243	4.520530537
244	4.51089527
245	4.484113566
246	4.463987644
247	4.437180647
248	4.423137509
249	4.406582949
250	4.395753252
251	4.37851385
252	4.35920996
253	4.337924148
254	4.314301767
255	4.299856153
256	4.289595787
257	4.2675703
258	4.247754278
259	4.23227763
260	4.214941944
261	4.200956206
262	4.193980947
263	4.182020518
264	4.163915835
265	4.144712901
266	4.135329204
267	4.128762952
268	4.115848556
269	4.101882571
270	4.092505212
271	4.073698254
272	4.066472984
273	4.059781059
274	4.039193923
275	4.02197513
276	4.007379321
277	3.99894183
278	3.991602928
279	3.984365778
280	3.978664995
281	3.966222862
282	3.959702454
283	3.944054958
284	3.937144174
285	3.932579069
286	3.925022048
287	3.918300426
288	3.910896885
289	3.885384031
290	3.876601618
291	3.860721044
292	3.855298923
293	3.848923014
294	3.830311736
295	3.802444677
296	3.788256205
297	3.773832074
298	3.758667695
299	3.738453839
300	3.732291269
301	3.710647646
302	3.694441965
303	3.689146187
304	3.67531583
305	3.666160708
306	3.648611608
307	3.631726229
308	3.616873568
309	3.609355805
310	3.60217143
311	3.597030143
312	3.574945675
313	3.54720609
314	3.521106223
315	3.505647863
316	3.489485697
317	3.483634291
318	3.479366734
319	3.456945184
320	3.437492418
321	3.428501233
322	3.414808862
323	3.396276577
324	3.39204578
325	3.385559481
326	3.381499214
327	3.378198012
328	3.371704136
329	3.357794175
330	3.346112212
331	3.32800441
332	3.322484727
333	3.317799898
334	3.30986363
335	3.296542759
336	3.272915219
337	3.257221314
338	3.246688469
339	3.240791721
340	3.216580449
341	3.195523992
342	3.180175857
343	3.17021902
344	3.156250574
345	3.14709245
346	3.140694259
347	3.12954727
348	3.107718513
349	3.093488081
350	3.079856895
351	3.061328589
352	3.055868494
353	3.047528678
354	3.042286244
355	3.02955313
356	3.024785777
357	3.013421777
358	2.993350952
359	2.97965718
360	2.975324176
361	2.971098333
362	2.955596558
363	2.939860023
364	2.921046741
365	2.914623108
366	2.910806214
367	2.901128204
368	2.895253776
369	2.876773
370	2.871610406
371	2.85829722
372	2.854157453
373	2.841804549
374	2.826024406
375	2.820657173
376	2.815228797
377	2.797551042
378	2.788378756
379	2.77098865
380	2.765785429
381	2.753654003
382	2.748579558
383	2.737140457
384	2.733868278
385	2.715129697
386	2.710204053
387	2.705999446
388	2.690415002
389	2.682730599
390	2.668552875
391	2.6516845
392	2.637672276
393	2.62531887
394	2.610946126
395	2.603983019
396	2.586780672
397	2.582595799
398	2.578019441
399	2.573205393
400	2.55956727
401	2.555106249
402	2.547335868
403	2.544335553
404	2.540835288
405	2.5375207
406	2.534150448
407	2.521369865
408	2.506040433
409	2.489226526
410	2.484656885
411	2.471733974
412	2.459476952
413	2.442879665
414	2.439223637
415	2.422668763
416	2.410081055
417	2.40175528
418	2.391379613
419	2.38360926
420	2.367806565
421	2.355687735
422	2.345878451
423	2.343203755
424	2.341200399
425	2.339082478
426	2.326747649
427	2.321110292
428	2.316106588
429	2.309545177
430	2.307400642
431	2.294721108
432	2.282289511
433	2.267872625
434	2.263763953
435	2.261957881
436	2.251424124
437	2.239563728
438	2.237026718
439	2.227244572
440	2.220367465
441	2.211675504
442	2.201701308
443	2.195022191
444	2.189774739
445	2.175499472
446	2.1640395
447	2.152399672
448	2.150567919
449	2.141113887
450	2.128304485
451	2.122770509
452	2.108374882
453	2.106115098
454	2.093787218
455	2.085492269
456	2.078438286
457	2.076702077
458	2.065166697
459	2.062203467
460	2.051252551
461	2.04232082
462	2.037239508
463	2.027508202
464	2.016460686
465	2.007770951
466	2.000506839
467	1.99794471
468	1.988871604
469	1.987242452
470	1.980268008
471	1.976066721
472	1.969612719
473	1.965571946
474	1.962430493
475	1.951981002
476	1.939244754
477	1.931923402
478	1.926515972
479	1.920232761
480	1.911488308
481	1.910324235
482	1.903193789
483	1.901053128
484	1.898597681
485	1.892723096
486	1.883947237
487	1.876027071
488	1.867148906
489	1.858635814
490	1.846988459
491	1.844642376
492	1.837327979
493	1.829189894
494	1.823837795
495	1.817169183
496	1.806158743
497	1.800911672
498	1.792060325
499	1.785801873
500	1.782847967
501	1.777276441
502	1.767227266
503	1.758790254
504	1.749777723
505	1.745364451
506	1.741529543
507	1.738068865
508	1.733962845
509	1.726738825
510	1.724000347
511	1.721856094
512	1.715914002
513	1.710906281
514	1.700970069
515	1.69907791
516	1.688866781
517	1.68686178
518	1.681196817
519	1.677989932
520	1.674730805
521	1.666679612
522	1.657541964
523	1.651660985
524	1.642924651
525	1.634704925
526	1.633392844
527	1.624255942
528	1.616705534
529	1.608216723
530	1.601080779
531	1.594485981
532	1.585882314
533	1.573933169
534	1.563490704
535	1.555565778
536	1.549023624
537	1.545965818
538	1.543653763
539	1.535382521
540	1.532919401
541	1.52654585
542	1.517105575
543	1.507584369
544	1.504980217
545	1.495047879
546	1.493030885
547	1.485152854
548	1.476926957
549	1.471632475
550	1.467732875
551	1.463534594
552	1.460417189
553	1.452289028
554	1.445241255
555	1.435756791
556	1.434353295
557	1.427811402
558	1.42111155
559	1.412627537
560	1.404977287
561	1.403663799
562	1.398211661
563	1.38952064
564	1.383472126
565	1.37876574
566	1.370928679
567	1.36395512
568	1.362688865
569	1.359129903
570	1.356805752
571	1.355591124
572	1.349685107
573	1.344700026
574	1.340610268
575	1.335216124
576	1.328945871
577	1.325846636
578	1.31885013
579	1.311953365
580	1.310086617
581	1.304954213
582	1.299265515
583	1.297115541
584	1.290762801
585	1.286959786
586	1.27788533
587	1.272057608
588	1.264794968
589	1.261785886
590	1.254715847
591	1.251357916
592	1.246502381
593	1.241675892
594	1.23506333
595	1.231595592
596	1.226043706
597	1.220660064
598	1.213143944
599	1.208417447
600	1.20508002
601	1.203728247
602	1.199676009
603	1.192540016
604	1.188295763
605	1.182109886
606	1.177774147
607	1.175789601
608	1.171743604
609	1.168497978
610	1.164901948
611	1.162319976
612	1.161536845
613	1.160897807
614	1.158570047
615	1.150036704
616	1.147369695
617	1.140064132
618	1.134465032
619	1.129152501
620	1.124438846
621	1.117797598
622	1.111633744
623	1.105809266
624	1.097801647
625	1.092561162
626	1.089293698
627	1.084114573
628	1.080706421
629	1.077518703
630	1.07296269
631	1.067264769
632	1.062130222
633	1.058358398
634	1.054886824
635	1.049308531
636	1.044618235
637	1.041172114
638	1.035002417
639	1.030072856
640	1.026264646
641	1.023863828
642	1.018268455
643	1.011326312
644	1.009974972
645	1.00861535
646	1.006137383
647	1.001970335
648	0.996372104
649	0.9925636817
650	0.9899285654
651	0.9853742222
652	0.9825981033
653	0.9800261155
654	0.9749915265
655	0.9736701924
656	0.9707465094
657	0.9646681881
658	0.9598542678
659	0.9566890713
660	0.9530302151
661	0.951026971
662	0.9500693917
663	0.9473998618
664	0.9432827257
665	0.941740669
666	0.938360633
667	0.9365046738
668	0.9327819173
669	0.9286988513
670	0.9275744791
671	0.9234183093
672	0.9222294398
673	0.9181594821
674	0.9154848897
675	0.9121098458
676	0.9086392208
677	0.9035714506
678	0.8983404629
679	0.8947375934
680	0.8936518594
681	0.8926135685
682	0.8878299549
683	0.8851787482
684	0.8821009583
685	0.8801314011
686	0.875202108
687	0.8702651406
688	0.865162404
689	0.8622935173
690	0.8571590905
691	0.8560829045
692	0.8545834435
693	0.8502747644
694	0.848866518
695	0.8469653757
696	0.8432873512
697	0.8390262719
698	0.8351925686
699	0.8307177075
700	0.8272905116
701	0.8240771808
702	0.8195401021
703	0.814292649
704	0.8132646846
705	0.8093525603
706	0.8065127819
707	0.8050233376
708	0.8013551904
709	0.7995802063
710	0.7946698186
711	0.7933276469
712	0.7908190435
713	0.7896563012
714	0.7862019991
715	0.783851323
716	0.7806065813
717	0.7783291773
718	0.7741964178
719	0.7698612374
720	0.7678591201
721	0.7640271847
722	0.7602955096
723	0.7569727664
724	0.7540720573
725	0.7506588398
726	0.7484533893
727	0.7461379293
728	0.7438177766
729	0.7394608917
730	0.735360277
731	0.7325211099
732	0.7317443226
733	0.7272405478
734	0.7246755592
735	0.7203668793
736	0.7174733362
737	0.7157758594
738	0.7122767232
739	0.7097870074
740	0.7071248127
741	0.7046472787
742	0.7014823391
743	0.6998714952
744	0.6961855117
745	0.6940251191
746	0.6892220119
747	0.6865846634
748	0.6857606526
749	0.6828467104
750	0.6802042423
751	0.6765824402
752	0.6742744477
753	0.6703781261
754	0.6661589985
755	0.6634420298
756	0.6599336164
757	0.6581701323
758	0.6547780223
759	0.6521688966
760	0.6493667151
761	0.6464575912
762	0.6427665744
763	0.6404113562
764	0.6372136404
765	0.6344570366
766	0.6314196937
767	0.627635661
768	0.6261255553
769	0.6238829227
770	0.6229890766
771	0.6202209611
772	0.6179772928
773	0.6146909262
774	0.6112093448
775	0.6094654721
776	0.6078327984
777	0.6046868345
778	0.6033238963
779	0.6014673644
780	0.5991115436
781	0.5968692391
782	0.595397647
783	0.5935113773
784	0.5920168921
785	0.5912865255
786	0.5901938158
787	0.5896428609
788	0.5876464833
789	0.5846684032
790	0.5835867784
791	0.5823077755
792	0.5810531834
793	0.5772235025
794	0.5740267799
795	0.571180094
796	0.5679318644
797	0.5663457566
798	0.563506847
799	0.5606622581
800	0.5589705114
801	0.5583595963
802	0.5567343496
803	0.5544046011
804	0.5519553415
805	0.5493470695
806	0.5478960949
807	0.5448783004
808	0.5421764898
809	0.5398282276
810	0.537734912
811	0.5358526007
812	0.5324053048
813	0.5309732511
814	0.5283617432
815	0.5256261108
816	0.5230812992
817	0.5202021805
818	0.5186074791
819	0.5163174897
820	0.513808121
821	0.5123666925
822	0.5111607697
823	0.5084640455
824	0.5078761553
825	0.5053452507
826	0.503402713
827	0.5019228202
828	0.4983918532
829	0.4954165547
830	0.4929462071
831	0.4921839845
832	0.4903644776
833	0.4878226138
834	0.4858940924
835	0.484240867
836	0.4826527883
837	0.4807895941
838	0.4792079902
839	0.4771141135
840	0.4753449217
841	0.4744948164
842	0.4726194687
843	0.4717839931
844	0.4687028689
845	0.4668972857
846	0.4648193082
847	0.4622476029
848	0.4597896605
849	0.4570142213
850	0.4546337236
851	0.4533473152
852	0.4517318021
853	0.4490434511
854	0.4476006698
855	0.4458872694
856	0.4435858611
857	0.4416435994
858	0.4404473366
859	0.4380711177
860	0.4351786382
861	0.4336098027
862	0.4326659736
863	0.432268231
864	0.4305329905
865	0.429094313
866	0.4278695351
867	0.4259697387
868	0.4241273035
869	0.4207564737
870	0.4186706714
871	0.4175660006
872	0.4162559916
873	0.4135201114
874	0.4115379716
875	0.4092558567
876	0.408908859
877	0.4064374862
878	0.4048351325
879	0.4028394751
880	0.4001164921
881	0.399519429
882	0.3972864661
883	0.3964591497
884	0.3936327423
885	0.3919534257
886	0.3905669549
887	0.3893667517
888	0.38704303
889	0.3860697535
890	0.3838203848
891	0.3828376484
892	0.3821299604
893	0.3808456495
894	0.379175132
895	0.378452808
896	0.3766010575
897	0.3750898522
898	0.3737647518
899	0.3712423284
900	0.3703261783
901	0.3688719458
902	0.3670519281
903	0.3663598319
904	0.3650389192
905	0.364621441
906	0.3631925396
907	0.3626013755
908	0.3605745879
909	0.3593466328
910	0.3591305542
911	0.3585433279
912	0.3567341809
913	0.3543644463
914	0.3526842469
915	0.351982732
916	0.3516545693
917	0.3503372769
918	0.3488525296
919	0.3478288094
920	0.3474368447
921	0.3460091084
922	0.3447023392
923	0.3437183626
924	0.3423215305
925	0.3396976802
926	0.3389255503
927	0.3382426977
928	0.3366656575
929	0.335405703
930	0.3341659269
931	0.3321873984
932	0.3309736094
933	0.3293897055
934	0.3288105441
935	0.32759898
936	0.3273311568
937	0.3262727511
938	0.3252599438
939	0.3238935536
940	0.3223183396
941	0.3221282063
942	0.3206713252
943	0.3191316545
944	0.3168907708
945	0.3155720459
946	0.3143055146
947	0.3129591653
948	0.3117213473
949	0.3114857801
950	0.3107730913
951	0.3087662136
952	0.3085045614
953	0.3072972084
954	0.3063483834
955	0.3050722184
956	0.304167648
957	0.303386264
958	0.3018812012
959	0.3001236863
960	0.299542235
961	0.2991140287
962	0.2979186977
963	0.2974194437
964	0.2961613983
965	0.2959350726
966	0.2946119642
967	0.2933157098
968	0.2922804752
969	0.2913076711
970	0.2892685808
971	0.2874668461
972	0.2858763942
973	0.2842616407
974	0.2839045273
975	0.2829695598
976	0.2810996509
977	0.2803722821
978	0.2792905702
979	0.2784708887
980	0.2779690598
981	0.2769031609
982	0.2755643519
983	0.2743229582
984	0.2734736667
985	0.2729150732
986	0.2714978101
987	0.2704333562
988	0.2698732266
989	0.2691424734
990	0.2689629558
991	0.2676518826
992	0.2666684408
993	0.2659069514
994	0.2649499023
995	0.2645795967
996	0.2633530221
997	0.2622684692
998	0.2617948629
999	0.2605664616
0397
997	0.2240266659
998	0.2228590969
999	0.2220007992
797705704
998	0.1790609138
999	0.1789537475
